id,actual_label,predicted_label,match,final_verdict,risk_level,feature_score,llm_score,final_score,source,phishing_type,subject,links,features,llm_result
194,1,0,False,Legitimate,Low,23,10,33,synthetic2026,social_engineering_advanced,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['right now'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
195,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
198,0,1,False,Suspicious,Medium,16,25,41,synthetic2026,legitimate,"Invoice confirmation I booked the lab for next Wednesday. The calendar invite includes location and equipment details. Let me know if the timing works for you. Best, Casey Nguyen",[],"{'suspicious_keywords_found': ['confirm', 'invoice'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
200,1,0,False,Legitimate,Low,8,10,18,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
201,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
205,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
206,1,0,False,Legitimate,Low,8,10,18,synthetic2026,urgency,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
207,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
212,1,0,False,Legitimate,Low,8,10,18,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
214,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
215,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
216,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
219,1,0,False,Legitimate,Low,8,10,18,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
222,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
223,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
225,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
226,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
231,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
233,0,1,False,Suspicious,Medium,23,25,48,enron,legitimate,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['immediately'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
234,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
236,1,0,False,Legitimate,Low,8,10,18,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
237,0,1,False,Suspicious,Medium,16,25,41,synthetic2026,legitimate,"Schedule confirmation Good morning, the updated agenda for next week is included below. Please check your tasks and add comments. Feel free to add notes before we meet. Best, Sam Lee",[],"{'suspicious_keywords_found': ['confirm', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
239,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
250,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
252,1,0,False,Legitimate,Low,23,10,33,synthetic2026,social_engineering_advanced,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['right now'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
258,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
259,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
260,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
262,1,0,False,Legitimate,Low,23,10,33,synthetic2026,social_engineering_advanced,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['right now'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
263,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
265,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
266,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
276,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
279,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
280,1,0,False,Legitimate,Low,0,10,10,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
283,0,1,False,Suspicious,Medium,26,40,66,enron,legitimate,,"['http://spr5wb02.enron.com/scripts/wgate/bbpstart/!?%7Elanguage=en', 'http://isc.enron.com/site/doclibrary/user/default.asp', 'http://iscedcenter.enron.com']","{'suspicious_keywords_found': ['password', 'access'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': True, 'num_links': 3, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: High
Confidence Score: 70
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Multiple phishing indicators were detected in combination."
290,1,0,False,Legitimate,Low,0,10,10,synthetic2026,authority_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
291,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
293,1,0,False,Legitimate,Low,0,10,10,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
300,1,0,False,Legitimate,Low,8,10,18,synthetic2026,financial_scam,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
